roll_no,department,program,subject,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,debarred
UG/02/BTECH/2022/034,cse,BTECH,web-d,97.69,95.17,91.08,93.81,85.73,94.55,92.18,87.08,79.38,100.0,84.32,93.33,0
UG/02/BTECH/2022/034,cse,BTECH,dsa,86.6,97.26,94.35,78.68,90.18,92.32,100.0,95.98,86.14,94.51,89.52,100.0,0
UG/02/BTECH/2022/035,cse,BTECH,c,92.11,64.84,66.11,76.09,73.56,83.28,62.0,78.09,94.51,72.59,79.78,84.9,0
UG/02/BTECH/2022/035,cse,BTECH,math,79.86,82.6,89.04,86.51,90.1,80.08,68.1,70.33,83.48,72.43,74.64,69.2,0
UG/02/BTECH/2022/035,cse,BTECH,web-d,77.02,75.77,85.12,70.09,77.57,78.91,75.24,82.17,73.38,64.47,63.83,74.43,0
UG/02/BTECH/2022/035,cse,BTECH,dsa,63.27,74.41,70.66,85.31,83.27,81.56,83.75,64.09,79.33,84.13,82.51,66.47,0
UG/02/BTECH/2022/036,cse,BTECH,c,77.6,90.33,94.5,94.3,87.36,98.32,83.76,84.31,82.18,76.27,89.56,87.41,0
UG/02/BTECH/2022/036,cse,BTECH,math,92.43,95.31,100.0,89.54,82.27,100.0,97.27,84.19,100.0,81.75,89.1,78.18,0
UG/02/BTECH/2022/036,cse,BTECH,web-d,90.52,91.76,99.46,100.0,83.59,84.76,99.42,88.73,89.11,100.0,100.0,87.64,0
UG/02/BTECH/2022/036,cse,BTECH,dsa,91.78,95.13,94.5,84.71,75.36,97.31,89.05,86.65,90.29,100.0,83.82,85.09,0
UG/02/BTECH/2022/037,cse,BTECH,c,95.34,100.0,91.7,89.6,84.86,98.85,83.68,85.83,100.0,95.64,100.0,82.48,0
UG/02/BTECH/2022/037,cse,BTECH,math,97.79,88.36,85.38,93.12,88.21,100.0,79.51,97.89,97.13,91.63,94.06,100.0,0
UG/02/BTECH/2022/037,cse,BTECH,web-d,93.85,81.94,93.98,95.64,85.52,97.28,84.85,100.0,80.38,100.0,91.0,96.47,0
UG/02/BTECH/2022/037,cse,BTECH,dsa,96.3,99.22,83.26,86.32,91.63,97.63,100.0,93.89,86.1,100.0,89.2,83.38,0
UG/02/BTECH/2022/038,cse,BTECH,c,58.28,74.91,69.38,64.97,71.3,80.48,81.38,74.21,82.7,81.14,83.64,77.07,1
UG/02/BTECH/2022/038,cse,BTECH,math,60.93,66.34,74.83,66.67,72.71,72.66,72.83,75.85,64.92,85.04,61.26,71.75,1
UG/02/BTECH/2022/038,cse,BTECH,web-d,84.79,71.02,72.75,72.0,65.34,64.17,85.45,77.94,64.1,80.02,93.11,61.73,1
UG/02/BTECH/2022/038,cse,BTECH,dsa,72.93,78.83,67.19,72.34,81.57,86.39,78.08,81.43,75.52,79.4,75.72,71.57,1
UG/02/BTECH/2022/039,cse,BTECH,c,58.12,34.09,58.18,44.53,50.4,46.4,51.61,71.11,59.19,52.67,49.7,42.12,1
UG/02/BTECH/2022/039,cse,BTECH,math,43.01,53.57,39.5,49.8,53.57,49.32,53.31,48.3,50.18,51.29,64.7,43.55,1
UG/02/BTECH/2022/039,cse,BTECH,web-d,67.61,54.2,61.03,63.0,41.95,53.18,39.39,65.29,59.75,57.65,46.92,49.66,1
UG/02/BTECH/2022/039,cse,BTECH,dsa,55.82,58.38,69.06,49.68,63.61,53.57,52.26,57.29,48.66,62.37,42.2,32.17,1
UG/02/BTECH/2022/040,cse,BTECH,c,92.84,86.07,100.0,98.72,94.85,78.22,99.75,93.91,85.87,92.9,91.05,100.0,0
UG/02/BTECH/2022/040,cse,BTECH,math,94.47,99.05,80.34,92.85,89.58,93.28,100.0,89.06,99.62,90.54,89.25,97.11,0
UG/02/BTECH/2022/040,cse,BTECH,web-d,100.0,91.25,99.19,100.0,100.0,84.87,86.44,89.75,91.66,84.91,94.48,87.75,0
UG/02/BTECH/2022/040,cse,BTECH,dsa,85.56,83.96,92.81,97.8,97.83,92.51,100.0,100.0,98.17,100.0,84.3,100.0,0
UG/02/BTECH/2022/041,cse,BTECH,c,73.36,76.4,67.72,75.88,72.49,79.75,69.37,70.94,51.97,69.85,74.25,73.16,0
UG/02/BTECH/2022/041,cse,BTECH,math,74.7,61.7,87.66,91.91,86.21,75.97,67.24,80.47,94.65,76.96,84.35,77.11,0
UG/02/BTECH/2022/041,cse,BTECH,web-d,87.88,75.71,77.05,78.18,89.77,64.16,79.73,80.62,78.52,81.32,75.36,80.38,0
UG/02/BTECH/2022/041,cse,BTECH,dsa,65.75,70.18,83.23,72.07,70.24,61.37,71.2,80.55,72.1,79.95,76.57,61.37,0
UG/02/BTECH/2022/042,cse,BTECH,c,96.98,96.44,100.0,88.6,91.54,85.85,100.0,81.9,87.2,90.12,93.43,88.18,0
UG/02/BTECH/2022/042,cse,BTECH,math,87.91,100.0,93.93,98.47,97.05,93.75,91.6,93.41,91.98,85.82,83.39,94.54,0
UG/02/BTECH/2022/042,cse,BTECH,web-d,88.19,99.55,94.08,97.68,91.11,96.0,85.33,85.31,92.36,96.3,90.48,89.82,0
UG/02/BTECH/2022/042,cse,BTECH,dsa,98.12,82.83,99.29,93.37,91.86,92.05,78.27,82.98,91.74,87.11,87.51,95.06,0
UG/02/BTECH/2022/043,cse,BTECH,c,80.59,83.31,82.66,58.35,71.56,71.09,73.84,75.1,77.13,71.63,68.38,66.18,1
UG/02/BTECH/2022/043,cse,BTECH,math,77.22,78.75,69.47,70.3,68.68,89.31,69.58,67.4,59.37,73.76,67.73,72.67,1
UG/02/BTECH/2022/043,cse,BTECH,web-d,72.0,83.75,77.08,83.25,72.14,66.88,72.27,79.53,85.97,69.82,71.44,81.41,1
UG/02/BTECH/2022/043,cse,BTECH,dsa,76.89,64.61,91.1,67.23,71.96,77.4,71.18,77.92,68.44,70.66,66.46,83.85,1
UG/02/BTECH/2022/044,cse,BTECH,c,100.0,85.45,86.58,80.05,97.22,85.96,95.3,83.29,82.99,93.58,91.89,100.0,0
UG/02/BTECH/2022/044,cse,BTECH,math,74.79,86.83,97.33,100.0,100.0,92.22,87.08,88.26,90.33,86.63,99.91,89.56,0
UG/02/BTECH/2022/044,cse,BTECH,web-d,94.69,91.8,100.0,93.98,87.04,100.0,93.0,94.04,91.21,88.74,91.55,88.47,0
UG/02/BTECH/2022/044,cse,BTECH,dsa,87.41,88.8,100.0,93.54,91.38,92.05,80.55,88.98,87.26,100.0,100.0,99.96,0
UG/02/BTECH/2022/045,cse,BTECH,c,39.82,45.44,58.87,53.67,37.01,37.1,43.95,52.26,60.04,52.01,65.52,37.95,1
UG/02/BTECH/2022/045,cse,BTECH,math,51.93,31.81,59.1,59.15,38.14,54.24,75.99,59.27,58.2,46.94,57.0,49.64,1
UG/02/BTECH/2022/045,cse,BTECH,web-d,61.39,64.86,62.38,59.58,63.07,61.04,47.62,52.19,61.93,66.05,64.04,61.34,1
UG/02/BTECH/2022/045,cse,BTECH,dsa,67.77,60.84,48.72,42.22,55.88,57.27,58.68,48.92,47.14,41.22,53.35,35.99,1
UG/02/BTECH/2022/046,cse,BTECH,c,83.17,92.7,87.44,92.12,92.55,98.7,90.52,92.97,91.48,93.25,100.0,88.83,0
UG/02/BTECH/2022/046,cse,BTECH,math,94.95,95.03,91.41,89.24,85.15,90.17,95.17,93.75,86.44,91.85,90.51,94.92,0
UG/02/BTECH/2022/046,cse,BTECH,web-d,100.0,86.76,90.24,94.77,96.47,100.0,97.58,99.29,84.0,97.71,94.09,86.56,0
UG/02/BTECH/2022/046,cse,BTECH,dsa,88.69,85.29,96.4,88.76,79.56,91.35,100.0,82.33,100.0,97.52,86.93,100.0,0
UG/02/BTECH/2022/047,cse,BTECH,c,95.51,89.32,91.04,88.05,83.62,84.72,86.15,88.75,98.33,97.99,87.38,74.99,0
UG/02/BTECH/2022/047,cse,BTECH,math,88.4,88.93,80.24,90.25,96.78,95.03,89.56,90.43,89.28,90.3,87.88,85.79,0
UG/02/BTECH/2022/047,cse,BTECH,web-d,88.7,93.86,78.58,92.97,97.13,100.0,89.25,90.89,91.35,78.07,97.39,91.48,0
UG/02/BTECH/2022/047,cse,BTECH,dsa,90.5,99.92,88.23,95.15,90.32,93.45,96.35,98.53,90.99,94.23,86.81,90.83,0
UG/02/BTECH/2022/048,cse,BTECH,c,85.75,76.87,65.23,69.87,65.54,73.1,82.37,91.21,84.62,69.28,76.54,62.97,1
UG/02/BTECH/2022/048,cse,BTECH,math,79.03,66.57,81.14,75.71,58.75,76.22,83.18,75.76,65.78,61.92,77.86,62.18,1
UG/02/BTECH/2022/048,cse,BTECH,web-d,74.79,62.4,84.36,73.51,63.73,84.27,63.7,73.05,84.11,62.92,78.78,79.25,1
UG/02/BTECH/2022/048,cse,BTECH,dsa,77.22,70.64,88.7,63.48,77.2,69.81,69.42,79.85,79.99,76.72,78.88,73.78,1
UG/02/BTECH/2022/049,cse,BTECH,c,71.59,80.29,71.46,63.07,68.13,80.25,77.02,69.19,69.94,58.07,76.93,66.66,1
UG/02/BTECH/2022/049,cse,BTECH,math,83.43,65.27,78.89,78.16,61.07,77.54,74.34,82.4,85.68,59.42,69.8,80.55,1
UG/02/BTECH/2022/049,cse,BTECH,web-d,69.22,71.65,69.52,68.69,70.17,65.92,70.23,73.43,82.14,67.63,78.36,74.27,1
UG/02/BTECH/2022/049,cse,BTECH,dsa,70.71,77.53,78.81,68.77,75.57,75.09,66.96,71.75,81.96,67.74,73.05,71.7,1
UG/02/BTECH/2022/050,cse,BTECH,c,100.0,93.55,82.1,96.23,91.2,90.99,91.24,96.47,85.96,93.82,88.23,82.11,0
UG/02/BTECH/2022/050,cse,BTECH,math,82.46,100.0,95.41,99.3,87.13,100.0,96.05,89.28,90.87,82.3,90.61,99.66,0
UG/02/BTECH/2022/050,cse,BTECH,web-d,97.7,96.87,92.59,90.35,90.79,91.47,85.08,97.05,95.84,90.14,88.78,94.21,0
UG/02/BTECH/2022/050,cse,BTECH,dsa,93.99,90.52,91.58,97.17,89.77,98.61,90.37,83.57,88.12,92.81,79.07,92.66,0
UG/02/BTECH/2022/051,cse,BTECH,c,49.23,46.27,40.36,53.59,65.07,48.48,56.26,50.97,50.16,53.37,40.36,52.0,1
UG/02/BTECH/2022/051,cse,BTECH,math,61.16,34.45,48.97,60.89,44.9,52.42,37.11,64.58,51.19,54.39,43.57,57.1,1
UG/02/BTECH/2022/051,cse,BTECH,web-d,41.02,35.66,45.23,47.54,53.02,45.38,54.34,58.63,52.46,55.06,54.64,71.11,1
UG/02/BTECH/2022/051,cse,BTECH,dsa,45.96,59.38,41.12,39.14,58.44,59.07,57.64,58.84,50.55,67.51,49.41,42.81,1
UG/02/BTECH/2022/052,cse,BTECH,c,81.75,82.57,71.76,72.04,76.99,87.55,60.75,77.21,61.32,83.19,73.7,76.15,1
UG/02/BTECH/2022/052,cse,BTECH,math,80.93,69.92,73.43,82.57,69.06,75.59,74.37,71.86,76.6,68.04,70.74,74.27,1
UG/02/BTECH/2022/052,cse,BTECH,web-d,71.14,74.66,79.5,66.18,84.55,77.6,63.3,69.07,81.7,70.11,81.41,77.76,1
UG/02/BTECH/2022/052,cse,BTECH,dsa,90.85,66.83,70.23,75.67,76.28,68.88,73.85,71.32,66.99,75.65,74.41,63.28,1
UG/02/BTECH/2022/053,cse,BTECH,c,44.65,36.96,54.95,51.34,56.16,60.39,37.97,61.82,47.99,43.05,64.99,52.54,1
UG/02/BTECH/2022/053,cse,BTECH,math,40.6,45.92,61.22,58.48,54.09,57.04,65.7,45.58,36.91,49.15,51.07,52.0,1
UG/02/BTECH/2022/053,cse,BTECH,web-d,48.63,55.97,57.41,41.06,63.59,53.05,45.04,49.1,50.87,35.09,36.39,44.45,1
UG/02/BTECH/2022/053,cse,BTECH,dsa,65.84,53.15,48.85,55.53,59.49,45.8,64.25,53.3,43.75,55.8,59.04,51.74,1
UG/02/BTECH/2022/054,cse,BTECH,c,91.49,91.62,93.92,85.36,93.16,100.0,98.74,88.76,88.89,87.2,97.76,92.66,0
UG/02/BTECH/2022/054,cse,BTECH,math,86.15,94.28,86.93,98.88,100.0,95.61,93.24,92.15,96.02,75.4,97.0,96.31,0
UG/02/BTECH/2022/054,cse,BTECH,web-d,94.01,91.19,90.25,96.69,93.67,100.0,95.89,100.0,100.0,94.95,80.71,79.17,0
UG/02/BTECH/2022/054,cse,BTECH,dsa,97.42,94.62,87.42,88.99,100.0,97.51,87.96,82.98,99.8,95.62,93.61,93.38,0
UG/02/BTECH/2022/055,cse,BTECH,c,91.64,92.77,100.0,95.89,96.24,95.35,98.74,89.71,95.83,77.3,89.47,91.81,0
UG/02/BTECH/2022/055,cse,BTECH,math,85.08,88.2,90.42,90.48,91.54,95.27,95.5,91.77,100.0,98.73,95.36,91.2,0
UG/02/BTECH/2022/055,cse,BTECH,web-d,93.52,86.67,91.08,95.8,76.76,93.37,91.87,92.69,84.84,94.98,91.58,88.01,0
UG/02/BTECH/2022/055,cse,BTECH,dsa,84.77,92.58,87.29,92.23,94.01,94.36,95.18,82.3,90.55,92.78,86.72,93.08,0
UG/02/BTECH/2022/056,cse,BTECH,c,62.96,40.29,54.38,39.83,55.68,45.18,61.73,40.6,44.75,55.83,51.74,44.64,1
UG/02/BTECH/2022/056,cse,BTECH,math,55.37,39.49,57.61,41.75,52.63,57.24,48.1,53.73,66.46,61.85,60.53,58.71,1
UG/02/BTECH/2022/056,cse,BTECH,web-d,65.01,50.47,71.57,43.42,52.99,52.44,63.6,64.58,57.95,56.59,58.63,57.39,1
UG/02/BTECH/2022/056,cse,BTECH,dsa,49.44,45.0,41.47,50.9,62.04,48.77,40.57,56.89,66.73,53.84,43.75,72.31,1
UG/02/BTECH/2022/057,cse,BTECH,c,69.43,73.88,70.6,71.02,73.09,86.99,85.8,72.65,80.74,73.84,85.03,77.81,0
UG/02/BTECH/2022/057,cse,BTECH,math,76.17,67.73,76.81,82.48,86.06,78.37,84.14,63.8,81.27,63.47,76.35,72.67,0
UG/02/BTECH/2022/057,cse,BTECH,web-d,70.43,78.7,68.12,77.89,78.48,82.85,92.36,85.47,75.72,73.27,79.16,71.35,0
UG/02/BTECH/2022/057,cse,BTECH,dsa,66.38,88.32,83.28,80.47,80.67,70.4,74.19,70.65,83.88,89.02,81.91,76.12,0
UG/02/BTECH/2022/058,cse,BTECH,c,65.29,83.19,79.42,65.37,83.96,70.19,62.31,67.73,78.84,65.36,80.96,87.72,1
UG/02/BTECH/2022/058,cse,BTECH,math,72.15,82.52,81.21,84.72,80.47,78.38,76.16,72.3,80.3,64.81,66.35,71.88,1
UG/02/BTECH/2022/058,cse,BTECH,web-d,67.98,71.66,78.4,58.87,68.29,72.15,83.98,87.63,80.39,62.14,76.96,74.83,1
UG/02/BTECH/2022/058,cse,BTECH,dsa,63.5,72.63,76.34,82.19,74.12,71.93,77.09,77.54,64.03,72.98,76.66,80.15,1
UG/02/BTECH/2022/059,cse,BTECH,c,88.62,69.55,70.15,77.31,66.87,65.22,76.38,71.85,69.19,73.05,75.58,74.26,1
UG/02/BTECH/2022/059,cse,BTECH,math,81.65,77.5,79.56,77.85,68.74,63.46,80.06,82.6,70.41,67.81,58.57,74.49,1
UG/02/BTECH/2022/059,cse,BTECH,web-d,90.89,72.75,80.37,78.31,74.55,70.91,72.56,70.45,71.8,76.84,76.18,75.0,1
UG/02/BTECH/2022/059,cse,BTECH,dsa,78.11,80.44,74.28,74.15,65.49,79.02,67.48,74.44,87.0,89.08,66.11,83.76,1
UG/02/BTECH/2022/060,cse,BTECH,c,88.48,95.39,88.0,88.09,96.75,81.2,99.9,94.67,100.0,82.84,84.06,98.54,0
UG/02/BTECH/2022/060,cse,BTECH,math,98.78,88.1,100.0,100.0,99.67,89.6,87.12,89.8,74.16,92.88,98.69,90.75,0
UG/02/BTECH/2022/060,cse,BTECH,web-d,95.3,96.16,93.89,97.88,73.63,97.12,82.49,84.63,92.87,93.01,96.55,83.97,0
UG/02/BTECH/2022/060,cse,BTECH,dsa,87.48,98.26,98.3,93.1,84.25,89.18,89.19,93.46,80.13,90.79,88.42,95.69,0
UG/02/BTECH/2022/061,cse,BTECH,c,16.42,30.27,20.58,27.32,30.93,38.89,27.15,28.05,27.31,32.25,37.44,25.72,1
UG/02/BTECH/2022/061,cse,BTECH,math,40.7,14.62,29.07,16.88,39.78,16.58,34.82,27.54,42.48,41.1,17.13,23.97,1
UG/02/BTECH/2022/061,cse,BTECH,web-d,34.57,36.76,18.8,32.6,22.74,20.98,23.32,21.77,19.46,25.99,36.93,23.41,1
UG/02/BTECH/2022/061,cse,BTECH,dsa,30.22,26.88,28.94,35.69,24.88,30.32,44.2,33.62,35.37,39.64,32.98,39.85,1
UG/02/BTECH/2022/062,cse,BTECH,c,94.94,80.08,92.79,90.22,90.71,77.16,99.98,100.0,85.6,86.41,95.29,92.95,0
UG/02/BTECH/2022/062,cse,BTECH,math,91.9,100.0,97.45,96.09,96.34,89.49,88.24,92.67,88.58,100.0,96.48,96.2,0
UG/02/BTECH/2022/062,cse,BTECH,web-d,95.99,82.29,87.12,88.87,96.03,100.0,100.0,92.54,89.72,87.66,98.55,86.67,0
UG/02/BTECH/2022/062,cse,BTECH,dsa,92.46,78.44,100.0,100.0,85.31,100.0,99.97,87.17,92.07,84.38,95.99,100.0,0
UG/02/BTECH/2022/063,cse,BTECH,c,63.44,38.97,43.34,40.4,45.2,37.51,52.06,69.81,64.68,54.52,53.15,54.6,1
UG/02/BTECH/2022/063,cse,BTECH,math,59.62,40.47,55.15,44.66,41.18,50.04,48.12,58.76,40.74,63.05,50.43,53.85,1
UG/02/BTECH/2022/063,cse,BTECH,web-d,58.45,43.86,42.33,67.46,38.27,57.08,37.84,56.67,47.35,47.94,45.77,69.27,1
UG/02/BTECH/2022/063,cse,BTECH,dsa,40.07,67.97,61.58,56.69,61.55,56.35,40.44,58.98,60.72,57.92,59.1,43.64,1
UG/02/BTECH/2022/064,cse,BTECH,c,96.95,86.41,90.87,100.0,92.47,100.0,95.72,100.0,96.48,97.27,90.54,93.23,0
UG/02/BTECH/2022/064,cse,BTECH,math,100.0,84.16,89.75,99.61,97.0,100.0,83.34,100.0,93.97,85.42,100.0,97.08,0
UG/02/BTECH/2022/064,cse,BTECH,web-d,95.35,85.39,100.0,82.12,85.28,89.85,94.69,92.14,94.76,83.81,98.35,89.15,0
UG/02/BTECH/2022/064,cse,BTECH,dsa,88.64,100.0,98.58,84.54,87.85,89.71,87.6,100.0,90.25,87.64,100.0,97.65,0
UG/02/BTECH/2022/065,cse,BTECH,c,82.47,71.68,70.81,85.29,85.19,80.44,73.4,69.01,77.59,87.96,81.58,77.54,0
UG/02/BTECH/2022/065,cse,BTECH,math,78.34,82.06,79.9,64.32,82.64,79.97,90.18,66.01,76.93,69.35,80.09,76.15,0
UG/02/BTECH/2022/065,cse,BTECH,web-d,85.33,81.61,85.39,91.75,77.77,81.28,68.25,69.48,83.24,87.26,90.77,84.11,0
UG/02/BTECH/2022/065,cse,BTECH,dsa,66.72,77.57,62.26,78.47,68.8,74.74,71.99,82.6,75.06,81.5,69.23,70.07,0
UG/02/BTECH/2022/066,cse,BTECH,c,28.41,23.59,36.68,21.38,41.8,14.69,34.4,27.44,38.21,19.25,22.79,34.84,1
UG/02/BTECH/2022/066,cse,BTECH,math,23.86,22.65,35.9,21.94,27.7,46.49,34.98,29.66,29.99,30.8,43.69,31.47,1
UG/02/BTECH/2022/066,cse,BTECH,web-d,32.81,28.85,35.26,33.48,31.94,27.55,30.3,38.48,24.04,21.38,34.95,28.7,1
UG/02/BTECH/2022/066,cse,BTECH,dsa,38.46,17.81,35.33,17.45,46.34,36.31,18.09,35.53,30.14,33.78,15.91,37.91,1
UG/02/BTECH/2022/067,cse,BTECH,c,100.0,98.23,82.64,94.97,88.15,89.42,76.25,93.69,91.01,87.36,79.4,90.73,0
UG/02/BTECH/2022/067,cse,BTECH,math,91.73,86.12,100.0,88.51,89.13,92.52,95.15,92.48,98.53,96.86,85.28,96.28,0
UG/02/BTECH/2022/067,cse,BTECH,web-d,94.85,99.89,82.35,77.72,94.79,92.7,94.3,88.34,96.9,94.53,90.77,99.75,0
UG/02/BTECH/2022/067,cse,BTECH,dsa,90.29,87.44,89.09,77.43,100.0,87.94,83.7,89.27,97.8,89.49,95.98,100.0,0
UG/02/BTECH/2022/068,cse,BTECH,c,84.4,86.26,87.71,83.39,75.81,84.72,59.3,81.47,63.42,88.07,76.38,72.23,0
UG/02/BTECH/2022/068,cse,BTECH,math,90.43,70.47,77.12,83.12,67.45,65.44,69.49,81.16,74.94,80.16,72.51,73.3,0
UG/02/BTECH/2022/068,cse,BTECH,web-d,86.22,83.76,65.93,68.45,68.82,54.23,81.37,66.05,82.71,85.54,63.32,73.11,0
UG/02/BTECH/2022/068,cse,BTECH,dsa,81.37,78.89,73.9,72.03,79.23,74.92,74.81,59.26,82.11,91.43,80.55,65.93,0
UG/02/BTECH/2022/069,cse,BTECH,c,100.0,94.46,93.36,97.54,93.21,95.58,100.0,95.13,89.02,81.32,86.87,85.62,0
UG/02/BTECH/2022/069,cse,BTECH,math,90.12,92.28,90.71,100.0,100.0,94.72,91.67,90.5,86.03,91.67,99.95,98.55,0
UG/02/BTECH/2022/069,cse,BTECH,web-d,90.7,91.26,99.17,92.21,90.79,93.62,89.6,87.45,84.45,98.58,95.38,98.4,0
UG/02/BTECH/2022/069,cse,BTECH,dsa,85.95,96.03,98.9,90.02,100.0,86.72,91.18,88.95,83.9,91.99,99.6,89.7,0
UG/02/BTECH/2022/070,cse,BTECH,c,100.0,99.04,96.55,88.31,100.0,83.2,81.02,100.0,93.37,93.04,93.43,93.59,0
UG/02/BTECH/2022/070,cse,BTECH,math,98.19,92.4,98.25,99.81,91.88,87.54,86.58,85.63,97.54,79.76,100.0,91.64,0
UG/02/BTECH/2022/070,cse,BTECH,web-d,90.12,90.24,100.0,79.61,99.85,91.69,89.98,83.12,100.0,82.86,90.67,86.05,0
UG/02/BTECH/2022/070,cse,BTECH,dsa,94.72,98.26,97.75,92.58,86.66,95.48,91.99,82.85,100.0,93.89,89.17,88.12,0
UG/02/BTECH/2022/071,cse,BTECH,c,88.89,95.69,86.94,100.0,93.63,94.11,99.74,98.59,81.45,89.24,92.7,97.83,0
UG/02/BTECH/2022/071,cse,BTECH,math,88.05,98.3,80.38,100.0,79.75,84.42,87.01,94.38,94.72,89.0,84.04,92.0,0
UG/02/BTECH/2022/071,cse,BTECH,web-d,86.0,94.8,100.0,97.11,99.5,91.46,100.0,87.1,100.0,96.99,97.96,89.34,0
UG/02/BTECH/2022/071,cse,BTECH,dsa,94.71,95.84,90.57,100.0,100.0,93.4,91.78,99.6,83.25,100.0,100.0,93.64,0
UG/02/BTECH/2022/072,cse,BTECH,c,54.66,54.79,53.29,65.77,50.53,51.93,47.76,51.29,44.99,35.12,60.66,74.5,1
UG/02/BTECH/2022/072,cse,BTECH,math,53.6,66.52,61.18,47.98,45.43,66.99,61.52,56.15,57.58,62.67,46.24,38.07,1
UG/02/BTECH/2022/072,cse,BTECH,web-d,46.77,47.22,46.1,51.59,73.03,44.96,47.54,64.37,68.04,54.96,62.25,53.67,1
UG/02/BTECH/2022/072,cse,BTECH,dsa,50.3,42.55,63.32,60.55,64.5,36.13,51.57,48.8,39.86,48.27,57.02,60.93,1
UG/02/BTECH/2022/073,cse,BTECH,c,79.68,100.0,81.74,100.0,89.21,88.62,81.98,92.18,92.55,87.09,85.53,100.0,0
UG/02/BTECH/2022/073,cse,BTECH,math,91.28,88.78,97.62,89.79,82.48,90.21,100.0,74.98,95.56,100.0,100.0,99.22,0
UG/02/BTECH/2022/073,cse,BTECH,web-d,89.75,91.46,82.67,89.15,100.0,92.5,90.57,80.08,100.0,100.0,100.0,99.86,0
UG/02/BTECH/2022/073,cse,BTECH,dsa,84.7,95.68,92.66,100.0,85.84,82.68,100.0,84.29,90.87,89.36,93.7,95.19,0
UG/02/BTECH/2022/074,cse,BTECH,c,73.4,70.68,82.2,72.04,80.66,77.26,76.73,95.08,81.23,70.71,77.76,68.59,0
UG/02/BTECH/2022/074,cse,BTECH,math,71.79,80.1,75.11,75.77,80.54,78.43,73.34,75.83,91.98,69.67,85.76,69.75,0
UG/02/BTECH/2022/074,cse,BTECH,web-d,74.78,78.15,60.48,81.88,74.16,67.39,75.06,82.2,83.92,63.41,77.18,69.4,0
UG/02/BTECH/2022/074,cse,BTECH,dsa,82.77,87.52,74.55,67.47,76.06,74.09,81.1,66.52,72.52,84.9,74.6,65.72,0
UG/02/BTECH/2022/075,cse,BTECH,c,80.44,80.31,79.75,75.77,69.33,76.0,77.05,78.67,80.72,64.52,98.05,71.02,0
UG/02/BTECH/2022/075,cse,BTECH,math,76.59,70.48,71.35,67.64,70.03,78.3,76.29,79.54,69.84,69.53,72.7,84.36,0
UG/02/BTECH/2022/075,cse,BTECH,web-d,62.67,85.73,77.26,70.21,82.29,60.77,58.53,87.01,72.47,75.27,68.11,71.1,0
UG/02/BTECH/2022/075,cse,BTECH,dsa,67.76,85.97,73.99,86.57,77.95,71.02,85.82,71.46,87.87,93.15,63.62,66.22,0
UG/02/BTECH/2022/076,cse,BTECH,c,70.0,82.61,75.39,76.35,83.94,89.89,85.69,85.6,66.04,82.17,78.38,73.69,0
UG/02/BTECH/2022/076,cse,BTECH,math,64.99,76.27,77.85,74.48,75.82,88.86,72.28,78.65,83.91,73.03,84.92,74.16,0
UG/02/BTECH/2022/076,cse,BTECH,web-d,65.77,74.57,79.63,80.92,69.87,85.5,50.44,65.63,89.08,91.13,87.7,78.66,0
UG/02/BTECH/2022/076,cse,BTECH,dsa,80.19,71.74,85.73,71.95,72.54,83.06,86.53,63.09,67.57,82.72,84.96,67.71,0
UG/02/BTECH/2022/077,cse,BTECH,c,92.6,91.82,90.2,98.82,96.68,92.22,91.35,96.67,99.01,81.81,91.98,81.34,0
UG/02/BTECH/2022/077,cse,BTECH,math,82.76,98.97,96.46,98.78,95.49,94.32,93.99,81.66,87.87,84.91,95.96,100.0,0
UG/02/BTECH/2022/077,cse,BTECH,web-d,87.64,86.67,87.05,82.74,83.79,94.96,86.61,89.28,95.65,90.22,81.13,95.13,0
UG/02/BTECH/2022/077,cse,BTECH,dsa,100.0,85.62,96.04,92.27,75.99,83.33,98.66,80.12,96.28,96.0,83.12,87.6,0
UG/02/BTECH/2022/078,cse,BTECH,c,87.89,82.94,78.1,82.17,73.89,69.27,71.9,78.24,83.4,83.97,63.14,68.92,0
UG/02/BTECH/2022/078,cse,BTECH,math,65.3,81.38,82.92,83.08,64.35,89.6,86.88,67.68,85.46,65.81,85.96,78.8,0
UG/02/BTECH/2022/078,cse,BTECH,web-d,78.29,82.06,70.58,81.92,60.51,71.64,70.06,78.1,74.18,60.72,77.04,65.16,0
UG/02/BTECH/2022/078,cse,BTECH,dsa,66.87,71.55,76.54,83.42,90.07,77.23,91.08,71.2,82.07,74.66,81.78,68.44,0
UG/02/BTECH/2022/079,cse,BTECH,c,100.0,94.87,88.69,90.01,81.78,86.08,87.84,97.17,81.68,100.0,91.01,97.93,0
UG/02/BTECH/2022/079,cse,BTECH,math,91.17,94.68,100.0,100.0,73.63,92.08,94.08,81.3,82.85,90.97,100.0,89.62,0
UG/02/BTECH/2022/079,cse,BTECH,web-d,89.34,100.0,100.0,100.0,78.88,83.69,91.41,100.0,83.79,83.66,91.38,90.3,0
UG/02/BTECH/2022/079,cse,BTECH,dsa,93.1,86.56,96.2,90.09,93.06,84.34,87.86,88.63,86.66,97.06,94.33,89.08,0
UG/02/BTECH/2022/080,cse,BTECH,c,56.94,43.28,47.01,54.29,47.32,43.15,50.29,41.46,41.28,60.1,46.92,47.87,1
